x_id,organization_entity,feature_category,cost_element_long_name,amount,date
1966,1 - Toronto Police Service,6-Services,Services & rents - general,20000,2023-12-31
1967,1 - Toronto Police Service,6-Services,Public relations / promotions,100,2023-12-31
1968,1 - Toronto Police Service,6-Services,Clean/repair furniture,2600,2023-12-31
1969,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,20700,2023-12-31
1970,1 - Toronto Police Service,6-Services,Wireless services,4000,2023-12-31
1971,1 - Toronto Police Service,6-Services,Repairs - technical equipment,6100,2023-12-31
1972,1 - Toronto Police Service,6-Services,Conferences / seminars,9200,2023-12-31
1973,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,4631400,2023-12-31
1974,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,1076100,2023-12-31
1975,1 - Toronto Police Service,6-Services,Service contracts,14800,2023-12-31
1976,1 - Toronto Police Service,6-Services,Contracted Services - general,23400,2023-12-31
1977,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,153800,2023-12-31
1978,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,257200,2023-12-31
1979,1 - Toronto Police Service,6-Services,Courier services,1000,2023-12-31
1980,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,200,2023-12-31
1981,1 - Toronto Police Service,3-Benefits,CPP - Civilian,45600,2023-12-31
1982,1 - Toronto Police Service,6-Services,Services & rents - general,25500,2023-12-31
1983,1 - Toronto Police Service,6-Services,Courses / seminars,16400,2023-12-31
1984,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,47000,2023-12-31
1985,1 - Toronto Police Service,6-Services,Wireless services,1400,2023-12-31
1986,1 - Toronto Police Service,3-Benefits,EI - Civilian,15600,2023-12-31
1987,1 - Toronto Police Service,6-Services,Investigative expenses,5100,2023-12-31
1988,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,9900,2023-12-31
1989,1 - Toronto Police Service,7-Revenues,Recoveries - Transcription,-238100,2023-12-31
1990,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,147400,2023-12-31
1991,1 - Toronto Police Service,6-Services,Repairs - technical equipment,3800,2023-12-31
1992,1 - Toronto Police Service,7-Revenues,Sale - tapes / video production,-10000,2023-12-31
1993,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,300,2023-12-31
1994,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,96600,2023-12-31
1995,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,4100,2023-12-31
1996,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,268200,2023-12-31
1997,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,202900,2023-12-31
1998,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,1000,2023-12-31
1999,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
2000,1 - Toronto Police Service,3-Benefits,CPP - Uniform,11400,2023-12-31
2001,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,6090500,2023-12-31
2002,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,11200,2023-12-31
2003,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,54800,2023-12-31
2004,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,114700,2023-12-31
2005,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,174000,2023-12-31
2006,1 - Toronto Police Service,3-Benefits,CPP - Uniform,193800,2023-12-31
2007,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
2008,1 - Toronto Police Service,3-Benefits,EI - Civilian,1300,2023-12-31
2009,1 - Toronto Police Service,4-Materials & Supplies,Uniforms,15400,2023-12-31
2010,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,19500,2023-12-31
2011,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,2000,2023-12-31
2012,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,9600,2023-12-31
2013,1 - Toronto Police Service,3-Benefits,EI - Civilian,1300,2023-12-31
2014,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,800,2023-12-31
2015,1 - Toronto Police Service,3-Benefits,EI - Civilian,68800,2023-12-31
2016,1 - Toronto Police Service,5-Equipment,Cameras and lenses,15000,2023-12-31
2017,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Contract,800,2023-12-31
2018,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,72400,2023-12-31
2019,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,400,2023-12-31
2020,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,1100,2023-12-31
2021,1 - Toronto Police Service,3-Benefits,EI - Uniform,3900,2023-12-31
2022,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,9500,2023-12-31
2023,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,60300,2023-12-31
2024,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,400,2023-12-31
2025,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
2026,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
2027,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,7500,2023-12-31
2028,1 - Toronto Police Service,6-Services,Business travel - other expenses,8300,2023-12-31
2029,1 - Toronto Police Service,6-Services,Conferences / seminars,7000,2023-12-31
2030,1 - Toronto Police Service,6-Services,Courses / seminars,1400,2023-12-31
2031,1 - Toronto Police Service,6-Services,Investigative expenses,65000,2023-12-31
2032,1 - Toronto Police Service,6-Services,Membership fees,200,2023-12-31
2033,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
2034,1 - Toronto Police Service,6-Services,Public relations / promotions,2300,2023-12-31
2035,1 - Toronto Police Service,6-Services,Services & rents - general,2000,2023-12-31
2036,1 - Toronto Police Service,6-Services,Wireless services,2000,2023-12-31
2037,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,9300,2023-12-31
2038,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,31900,2023-12-31
2039,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,600,2023-12-31
2040,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,6137800,2023-12-31
2041,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian E (monitors/translators),6070200,2023-12-31
2042,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,57673200,2023-12-31
2043,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,1246900,2023-12-31
2044,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,12900,2023-12-31
2045,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,105000,2023-12-31
2046,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Civilian A,6000,2023-12-31
2047,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Other,100,2023-12-31
2048,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,15100,2023-12-31
2049,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Contract,22900,2023-12-31
2050,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,369200,2023-12-31
2051,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,1027900,2023-12-31
2052,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,21600,2023-12-31
2053,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Contract,1700,2023-12-31
2054,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,544500,2023-12-31
2055,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,46500,2023-12-31
2056,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Contract,24900,2023-12-31
2057,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,1919200,2023-12-31
2058,1 - Toronto Police Service,3-Benefits,CPP - Civilian,269900,2023-12-31
2059,1 - Toronto Police Service,3-Benefits,CPP - Contract,273800,2023-12-31
2060,1 - Toronto Police Service,3-Benefits,CPP - Uniform,1778400,2023-12-31
2061,1 - Toronto Police Service,3-Benefits,EI - Civilian,92200,2023-12-31
2062,1 - Toronto Police Service,3-Benefits,EI - Contract,96200,2023-12-31
2063,1 - Toronto Police Service,3-Benefits,EI - Uniform,608400,2023-12-31
2064,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,624800,2023-12-31
2065,1 - Toronto Police Service,3-Benefits,OMERS - Contract,561400,2023-12-31
2066,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,7198600,2023-12-31
2067,1 - Toronto Police Service,4-Materials & Supplies,Ammunition/Firearms supplies,10000,2023-12-31
2068,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,2200,2023-12-31
2069,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,1900,2023-12-31
2070,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,1000,2023-12-31
2071,1 - Toronto Police Service,6-Services,Business travel - other expenses,3000,2023-12-31
2072,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,47900,2023-12-31
2073,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,25900,2023-12-31
2074,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,300,2023-12-31
2075,1 - Toronto Police Service,5-Equipment,Computers - hardware,84600,2023-12-31
2076,1 - Toronto Police Service,6-Services,Conferences / seminars,3700,2023-12-31
2077,1 - Toronto Police Service,5-Equipment,Computers - hardware,1000,2023-12-31
2078,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,21600,2023-12-31
2079,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1900,2023-12-31
2080,1 - Toronto Police Service,3-Benefits,EI - Uniform,66300,2023-12-31
2081,1 - Toronto Police Service,5-Equipment,Computers - software,785100,2023-12-31
2082,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,50100,2023-12-31
2083,1 - Toronto Police Service,6-Services,Business travel - other expenses,200,2023-12-31
2084,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,108300,2023-12-31
2085,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,131400,2023-12-31
2086,1 - Toronto Police Service,3-Benefits,CPP - Civilian,15200,2023-12-31
2087,1 - Toronto Police Service,3-Benefits,CPP - Uniform,399000,2023-12-31
2088,1 - Toronto Police Service,3-Benefits,EI - Civilian,5200,2023-12-31
2089,1 - Toronto Police Service,3-Benefits,EI - Uniform,136500,2023-12-31
2090,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,27800,2023-12-31
2091,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,1603900,2023-12-31
2092,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,700,2023-12-31
2093,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,1000,2023-12-31
2094,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,36200,2023-12-31
2095,1 - Toronto Police Service,5-Equipment,Computers - software,17800,2023-12-31
2096,1 - Toronto Police Service,6-Services,Business travel - other expenses,2400,2023-12-31
2097,1 - Toronto Police Service,6-Services,Conferences / seminars,10500,2023-12-31
2098,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,500,2023-12-31
2099,1 - Toronto Police Service,6-Services,Courier services,500,2023-12-31
2100,1 - Toronto Police Service,6-Services,Courses / seminars,18400,2023-12-31
2101,1 - Toronto Police Service,6-Services,Investigative expenses,200,2023-12-31
2102,1 - Toronto Police Service,6-Services,Membership fees,1100,2023-12-31
2103,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
2104,1 - Toronto Police Service,6-Services,Public relations / promotions,3400,2023-12-31
2105,1 - Toronto Police Service,6-Services,Wireless services,400,2023-12-31
2106,1 - Toronto Police Service,6-Services,Conferences / seminars,3100,2023-12-31
2107,1 - Toronto Police Service,6-Services,Rental - non-office property,100000,2023-12-31
2108,1 - Toronto Police Service,6-Services,Services & rents - general,400,2023-12-31
2109,1 - Toronto Police Service,6-Services,Translations / interpreters,400,2023-12-31
2110,1 - Toronto Police Service,6-Services,Wireless devices,2000,2023-12-31
2111,1 - Toronto Police Service,6-Services,Wireless services,19000,2023-12-31
2112,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,88100,2023-12-31
2113,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,202900,2023-12-31
2114,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
2115,1 - Toronto Police Service,3-Benefits,CPP - Uniform,3800,2023-12-31
2116,1 - Toronto Police Service,3-Benefits,EI - Civilian,1300,2023-12-31
2117,1 - Toronto Police Service,3-Benefits,EI - Uniform,1300,2023-12-31
2118,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,9000,2023-12-31
2119,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,26800,2023-12-31
2120,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
2121,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,4500,2023-12-31
2122,1 - Toronto Police Service,6-Services,Business travel - other expenses,2500,2023-12-31
2123,1 - Toronto Police Service,6-Services,Conferences / seminars,900,2023-12-31
2124,1 - Toronto Police Service,6-Services,Courses / seminars,2600,2023-12-31
2125,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
2126,1 - Toronto Police Service,6-Services,Public relations / promotions,400,2023-12-31
2127,1 - Toronto Police Service,6-Services,Wireless services,400,2023-12-31
2128,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,92200,2023-12-31
2129,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,400,2023-12-31
2130,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
2131,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
2132,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,512600,2023-12-31
2133,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1200,2023-12-31
2134,1 - Toronto Police Service,6-Services,Courses / seminars,5200,2023-12-31
2135,1 - Toronto Police Service,5-Equipment,Electrical equipment,18500,2023-12-31
2136,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,791500,2023-12-31
2137,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,200,2023-12-31
2138,1 - Toronto Police Service,6-Services,Courier services,400,2023-12-31
2139,1 - Toronto Police Service,3-Benefits,CPP - Civilian,57000,2023-12-31
2140,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,1300,2023-12-31
2141,1 - Toronto Police Service,5-Equipment,General equipment,86500,2023-12-31
2142,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
2143,1 - Toronto Police Service,6-Services,Courses / seminars,1700,2023-12-31
2144,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,70700,2023-12-31
2145,1 - Toronto Police Service,6-Services,Business travel - other expenses,34800,2023-12-31
2146,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
2147,1 - Toronto Police Service,6-Services,Public relations / promotions,1400,2023-12-31
2148,1 - Toronto Police Service,3-Benefits,CPP - Uniform,174800,2023-12-31
2149,1 - Toronto Police Service,6-Services,Prisoners' meals,458000,2023-12-31
2150,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian B,76500,2023-12-31
2151,1 - Toronto Police Service,6-Services,Clean/repair furniture,900,2023-12-31
2152,1 - Toronto Police Service,6-Services,Conferences / seminars,54300,2023-12-31
2153,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,9700,2023-12-31
2154,1 - Toronto Police Service,6-Services,Contracted services - electrical,15000,2023-12-31
2155,1 - Toronto Police Service,6-Services,Contracted Services - general,149400,2023-12-31
2156,1 - Toronto Police Service,6-Services,Courier services,2400,2023-12-31
2157,1 - Toronto Police Service,6-Services,Courses - Canadian / Ontario Police College,4000,2023-12-31
2158,1 - Toronto Police Service,6-Services,Courses / seminars,196100,2023-12-31
2159,1 - Toronto Police Service,6-Services,Hydro,1200,2023-12-31
2160,1 - Toronto Police Service,6-Services,Internet,3600,2023-12-31
2161,1 - Toronto Police Service,6-Services,Investigative expenses,45300,2023-12-31
2162,1 - Toronto Police Service,6-Services,Membership fees,3500,2023-12-31
2163,1 - Toronto Police Service,6-Services,Parking expenses,1000,2023-12-31
2164,1 - Toronto Police Service,6-Services,Public relations / promotions,5700,2023-12-31
2165,1 - Toronto Police Service,6-Services,Rental - non-office property,55000,2023-12-31
2166,1 - Toronto Police Service,6-Services,Rental - parking spaces,2800,2023-12-31
2167,1 - Toronto Police Service,6-Services,Repairs - technical equipment,600,2023-12-31
2168,1 - Toronto Police Service,6-Services,Repairs and maintenance (other),200,2023-12-31
2169,1 - Toronto Police Service,6-Services,Rewards & Information,680000,2023-12-31
2170,1 - Toronto Police Service,6-Services,Services & rents - general,105400,2023-12-31
2171,1 - Toronto Police Service,6-Services,Wireless devices,12500,2023-12-31
2172,1 - Toronto Police Service,6-Services,Wireless services,168400,2023-12-31
2173,1 - Toronto Police Service,7-Revenues,Grants - other government,-1120000,2023-12-31
2174,1 - Toronto Police Service,7-Revenues,Recoveries - Monitors,-1200000,2023-12-31
2175,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,12100,2023-12-31
2176,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,11500,2023-12-31
2177,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,4893500,2023-12-31
2178,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,6110800,2023-12-31
2179,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,361900,2023-12-31
2180,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,25000,2023-12-31
2181,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,19000,2023-12-31
2182,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Civilian A,3600,2023-12-31
2183,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,2200,2023-12-31
2184,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,35200,2023-12-31
2185,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Civilian,1600,2023-12-31
2186,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,143300,2023-12-31
2187,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,13200,2023-12-31
2188,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,271500,2023-12-31
2189,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,2400,2023-12-31
2190,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,96100,2023-12-31
2191,1 - Toronto Police Service,3-Benefits,CPP - Civilian,201500,2023-12-31
2192,1 - Toronto Police Service,6-Services,Public relations / promotions,400,2023-12-31
2193,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,4511500,2023-12-31
2194,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,107100,2023-12-31
2195,1 - Toronto Police Service,6-Services,Repairs - technical equipment,500,2023-12-31
2196,1 - Toronto Police Service,6-Services,Services & rents - general,300,2023-12-31
2197,1 - Toronto Police Service,6-Services,Wireless devices,4000,2023-12-31
2198,1 - Toronto Police Service,3-Benefits,EI - Civilian,19500,2023-12-31
2199,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,10400,2023-12-31
2200,1 - Toronto Police Service,6-Services,Wireless services,10500,2023-12-31
2201,1 - Toronto Police Service,3-Benefits,EI - Uniform,59800,2023-12-31
2202,1 - Toronto Police Service,6-Services,Wireless services,12000,2023-12-31
2203,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,12800,2023-12-31
2204,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,300,2023-12-31
2205,1 - Toronto Police Service,7-Revenues,Provincial funding - Court Services,-43810200,2023-12-31
2206,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,123600,2023-12-31
2207,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,3900,2023-12-31
2208,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,600,2023-12-31
2209,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,21900,2023-12-31
2210,1 - Toronto Police Service,7-Revenues,Recoveries - Prisoner Return,-1050400,2023-12-31
2211,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,736200,2023-12-31
2212,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,1383600,2023-12-31
2213,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video in-house production supplies,29000,2023-12-31
2214,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,17000,2023-12-31
2215,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,32000,2023-12-31
2216,1 - Toronto Police Service,5-Equipment,Cameras and lenses,9400,2023-12-31
2217,1 - Toronto Police Service,5-Equipment,Computers - hardware,5000,2023-12-31
2218,1 - Toronto Police Service,5-Equipment,Computers - software,6800,2023-12-31
2219,1 - Toronto Police Service,5-Equipment,General equipment,3000,2023-12-31
2220,1 - Toronto Police Service,5-Equipment,Other photo/video equipment,5200,2023-12-31
2221,1 - Toronto Police Service,6-Services,Business travel - other expenses,600,2023-12-31
2222,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,700,2023-12-31
2223,1 - Toronto Police Service,6-Services,Courier services,500,2023-12-31
2224,1 - Toronto Police Service,6-Services,Courses / seminars,2500,2023-12-31
2225,1 - Toronto Police Service,6-Services,Hazardous waste removal,7000,2023-12-31
2226,1 - Toronto Police Service,6-Services,Maintenance - computer,353500,2023-12-31
2227,1 - Toronto Police Service,6-Services,Membership fees,1000,2023-12-31
2228,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
2229,1 - Toronto Police Service,6-Services,Public relations / promotions,1000,2023-12-31
2230,1 - Toronto Police Service,6-Services,Repairs - technical equipment,8000,2023-12-31
2231,1 - Toronto Police Service,6-Services,Service contracts,56400,2023-12-31
2232,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
2233,1 - Toronto Police Service,6-Services,Wireless devices,700,2023-12-31
2234,1 - Toronto Police Service,6-Services,Wireless services,15000,2023-12-31
2235,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,4000,2023-12-31
2236,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,237900,2023-12-31
2237,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,3726900,2023-12-31
2238,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,169100,2023-12-31
2239,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,900,2023-12-31
2240,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,9000,2023-12-31
2241,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,13500,2023-12-31
2242,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,107000,2023-12-31
2243,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,355400,2023-12-31
2244,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1400,2023-12-31
2245,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,52500,2023-12-31
2246,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,1000,2023-12-31
2247,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,222400,2023-12-31
2248,1 - Toronto Police Service,3-Benefits,CPP - Civilian,11400,2023-12-31
2249,1 - Toronto Police Service,3-Benefits,CPP - Uniform,114000,2023-12-31
2250,1 - Toronto Police Service,3-Benefits,EI - Civilian,3900,2023-12-31
2251,1 - Toronto Police Service,3-Benefits,EI - Uniform,39000,2023-12-31
2252,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,23300,2023-12-31
2253,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,480400,2023-12-31
2254,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,11967200,2023-12-31
2255,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,21400,2023-12-31
2256,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,96600,2023-12-31
2257,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,500,2023-12-31
2258,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,174000,2023-12-31
2259,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,649500,2023-12-31
2260,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,87900,2023-12-31
2261,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,600,2023-12-31
2262,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,422000,2023-12-31
2263,1 - Toronto Police Service,4-Materials & Supplies,Ammunition/Firearms supplies,50000,2023-12-31
2264,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,100,2023-12-31
2265,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,1000,2023-12-31
2266,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,3500,2023-12-31
2267,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,16500,2023-12-31
2268,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,500,2023-12-31
2269,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,461400,2023-12-31
2270,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,10000,2023-12-31
2271,1 - Toronto Police Service,3-Benefits,CPP - Civilian,7600,2023-12-31
2272,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,1600,2023-12-31
2273,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,12400,2023-12-31
2274,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,15500,2023-12-31
2275,1 - Toronto Police Service,3-Benefits,CPP - Uniform,144400,2023-12-31
2276,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,200,2023-12-31
2277,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1000,2023-12-31
2278,1 - Toronto Police Service,4-Materials & Supplies,Uniforms,90000,2023-12-31
2279,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,500,2023-12-31
2280,1 - Toronto Police Service,3-Benefits,EI - Civilian,2600,2023-12-31
2281,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,63200,2023-12-31
2282,1 - Toronto Police Service,5-Equipment,Computers - hardware,9200,2023-12-31
2283,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
2284,1 - Toronto Police Service,3-Benefits,EI - Uniform,49400,2023-12-31
2285,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,1000,2023-12-31
2286,1 - Toronto Police Service,5-Equipment,Computers - software,1500,2023-12-31
2287,1 - Toronto Police Service,3-Benefits,CPP - Uniform,26600,2023-12-31
2288,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,13800,2023-12-31
2289,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,586800,2023-12-31
2290,1 - Toronto Police Service,5-Equipment,General equipment,65000,2023-12-31
2291,1 - Toronto Police Service,3-Benefits,EI - Civilian,1300,2023-12-31
2292,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,542700,2023-12-31
2293,1 - Toronto Police Service,3-Benefits,CPP - Civilian,80100,2023-12-31
